FPR	TPR	Threshold
0.127349	0.486909	0.649381
0.127349	0.486926	0.649375
0.127349	0.486930	0.649371
0.127351	0.486930	0.649350
0.127353	0.486933	0.649349
0.127353	0.486940	0.649343
0.127353	0.486944	0.649322
0.127375	0.486944	0.649320
0.127388	0.486950	0.649319
0.127388	0.486961	0.649316
0.127388	0.486964	0.649312
0.127394	0.486971	0.649285
0.127395	0.486971	0.649279
0.127397	0.486975	0.649278
0.127397	0.486982	0.649258
0.127405	0.486988	0.649238
0.127408	0.486988	0.649235
0.127408	0.486995	0.649234
0.127415	0.486995	0.649233
0.127418	0.486999	0.649218
0.127418	0.487002	0.649212
0.127419	0.487002	0.649208
0.127419	0.487009	0.649204
0.127420	0.487016	0.649185
0.127420	0.487030	0.649185
0.127432	0.487030	0.649164
0.127433	0.487030	0.649154
0.127435	0.487037	0.649132
0.127435	0.487044	0.649126
0.127443	0.487068	0.649121
0.127443	0.487075	0.649113
0.127444	0.487075	0.649108
0.127444	0.487085	0.649106
0.127453	0.487085	0.649106
0.127457	0.487092	0.649104
0.127480	0.487154	0.649082
0.127481	0.487154	0.649081
0.127484	0.487182	0.649072
0.127485	0.487186	0.649063
0.127489	0.487186	0.649061
0.127491	0.487189	0.649061
0.127498	0.487192	0.649058
0.127501	0.487192	0.649057
0.127509	0.487192	0.649047
0.127515	0.487196	0.649042
0.127515	0.487199	0.649037
0.127518	0.487199	0.649037
0.127519	0.487206	0.649036
0.127522	0.487213	0.649028
0.127523	0.487217	0.649026
0.127525	0.487217	0.649020
0.127526	0.487220	0.649016
0.127527	0.487220	0.649014
0.127529	0.487224	0.649012
0.127530	0.487224	0.649012
0.127532	0.487227	0.648998
0.127539	0.487227	0.648990
0.127575	0.487262	0.648985
0.127575	0.487268	0.648959
0.127575	0.487289	0.648944
0.127578	0.487289	0.648938
0.127582	0.487300	0.648936
0.127637	0.487300	0.648935
0.127639	0.487303	0.648929
0.127639	0.487307	0.648921
0.127640	0.487307	0.648920
0.127641	0.487313	0.648917
0.127641	0.487317	0.648907
0.127644	0.487317	0.648905
0.127651	0.487327	0.648904
0.127651	0.487334	0.648901
0.127655	0.487338	0.648900
0.127655	0.487345	0.648894
0.127657	0.487345	0.648893
0.127662	0.487348	0.648893
0.127662	0.487351	0.648849
0.127664	0.487355	0.648844
0.127672	0.487362	0.648840
0.127672	0.487365	0.648837
0.127674	0.487372	0.648836
0.127678	0.487383	0.648834
0.127682	0.487386	0.648833
0.127684	0.487393	0.648829
0.127684	0.487407	0.648826
0.127685	0.487414	0.648824
0.127686	0.487417	0.648817
0.127698	0.487417	0.648814
0.127707	0.487421	0.648808
0.127709	0.487421	0.648808
0.127715	0.487421	0.648805
0.127715	0.487424	0.648805
0.127717	0.487438	0.648790
0.127719	0.487441	0.648790
0.127719	0.487455	0.648788
0.127720	0.487455	0.648786
0.127723	0.487479	0.648786
0.127724	0.487479	0.648783
0.127724	0.487493	0.648748
0.127724	0.487497	0.648739
0.127729	0.487497	0.648735
0.127730	0.487497	0.648733
0.127733	0.487514	0.648727
0.127744	0.487514	0.648722
0.127745	0.487524	0.648722
0.127745	0.487528	0.648720
0.127751	0.487528	0.648718
0.127751	0.487535	0.648717
0.127751	0.487545	0.648707
0.127751	0.487552	0.648700
0.127751	0.487555	0.648683
0.127752	0.487562	0.648675
0.127754	0.487576	0.648667
0.127755	0.487580	0.648663
0.127769	0.487590	0.648658
0.127769	0.487593	0.648657
0.127779	0.487593	0.648649
0.127781	0.487593	0.648648
0.127781	0.487600	0.648636
0.127786	0.487600	0.648635
0.127786	0.487607	0.648633
0.127789	0.487607	0.648630
0.127812	0.487614	0.648628
0.127814	0.487614	0.648627
0.127816	0.487621	0.648619
0.127817	0.487621	0.648608
0.127817	0.487649	0.648590
0.127823	0.487663	0.648586
0.127823	0.487666	0.648585
0.127824	0.487666	0.648584
0.127827	0.487676	0.648582
0.127834	0.487676	0.648581
0.127834	0.487683	0.648581
0.127837	0.487683	0.648579
0.127838	0.487687	0.648561
0.127840	0.487697	0.648555
0.127843	0.487711	0.648548
0.127850	0.487718	0.648545
0.127854	0.487721	0.648540
0.127858	0.487732	0.648523
0.127859	0.487739	0.648522
0.127862	0.487742	0.648509
0.127862	0.487759	0.648508
0.127865	0.487773	0.648500
0.127882	0.487784	0.648496
0.127885	0.487784	0.648492
0.127885	0.487787	0.648492
0.127886	0.487794	0.648489
0.127888	0.487794	0.648486
0.127896	0.487794	0.648483
0.127909	0.487825	0.648478
0.127909	0.487828	0.648471
0.127911	0.487835	0.648455
0.127913	0.487870	0.648439
0.127914	0.487877	0.648422
0.127926	0.487880	0.648412
0.127927	0.487880	0.648411
0.127930	0.487887	0.648410
0.127930	0.487901	0.648406
0.127933	0.487908	0.648399
0.127933	0.487911	0.648392
0.127934	0.487911	0.648386
0.127937	0.487918	0.648385
0.127937	0.487925	0.648377
0.127942	0.487943	0.648368
0.127942	0.487949	0.648361
0.127942	0.487960	0.648357
0.127944	0.487967	0.648355
0.127944	0.487977	0.648341
0.127945	0.487981	0.648317
0.127948	0.487981	0.648308
0.127951	0.487991	0.648305
0.127955	0.487998	0.648303
0.127958	0.488001	0.648303
0.127973	0.488005	0.648301
0.127975	0.488008	0.648288
0.127976	0.488019	0.648282
0.127976	0.488022	0.648280
0.127978	0.488022	0.648275
0.127980	0.488032	0.648266
0.127980	0.488053	0.648260
0.127995	0.488053	0.648256
0.127997	0.488060	0.648247
0.127999	0.488060	0.648243
0.128020	0.488060	0.648231
0.128021	0.488060	0.648229
0.128023	0.488081	0.648227
0.128027	0.488091	0.648210
0.128028	0.488102	0.648209
0.128032	0.488102	0.648209
0.128038	0.488102	0.648206
0.128038	0.488105	0.648190
0.128040	0.488115	0.648186
0.128052	0.488129	0.648185
0.128052	0.488133	0.648182
0.128052	0.488140	0.648180
0.128054	0.488143	0.648178
0.128054	0.488147	0.648172
0.128054	0.488160	0.648168
0.128058	0.488164	0.648166
0.128066	0.488171	0.648153
0.128076	0.488171	0.648140
0.128079	0.488178	0.648128
0.128079	0.488181	0.648126
0.128082	0.488185	0.648117
0.128083	0.488185	0.648113
0.128083	0.488188	0.648108
0.128085	0.488188	0.648106
0.128093	0.488188	0.648094
0.128094	0.488195	0.648080
0.128097	0.488202	0.648045
0.128099	0.488209	0.648043
0.128103	0.488212	0.648038
0.128103	0.488219	0.648038
0.128104	0.488219	0.648036
0.128114	0.488223	0.648036
0.128118	0.488223	0.648032
0.128118	0.488226	0.648028
0.128130	0.488236	0.648025
0.128130	0.488243	0.648017
0.128130	0.488257	0.648011
0.128131	0.488264	0.648008
0.128132	0.488264	0.647999
0.128132	0.488271	0.647997
0.128134	0.488274	0.647986
0.128134	0.488278	0.647981
0.128135	0.488281	0.647974
0.128135	0.488285	0.647970
0.128135	0.488292	0.647969
0.128139	0.488292	0.647959
0.128139	0.488299	0.647951
0.128144	0.488299	0.647939
0.128144	0.488302	0.647917
0.128145	0.488306	0.647910
0.128146	0.488306	0.647909
0.128146	0.488312	0.647906
0.128148	0.488323	0.647905
0.128149	0.488326	0.647888
0.128151	0.488326	0.647885
0.128152	0.488330	0.647877
0.128152	0.488333	0.647864
0.128152	0.488344	0.647862
0.128161	0.488347	0.647855
0.128163	0.488357	0.647841
0.128172	0.488364	0.647840
0.128175	0.488368	0.647830
0.128176	0.488371	0.647826
0.128177	0.488371	0.647822
0.128177	0.488382	0.647822
0.128177	0.488409	0.647808
0.128177	0.488413	0.647806
0.128179	0.488416	0.647797
0.128180	0.488416	0.647796
0.128180	0.488420	0.647793
0.128183	0.488420	0.647784
0.128190	0.488433	0.647783
0.128190	0.488437	0.647779
0.128191	0.488440	0.647777
0.128193	0.488440	0.647768
0.128196	0.488440	0.647754
0.128197	0.488440	0.647746
0.128197	0.488451	0.647744
0.128197	0.488454	0.647741
0.128200	0.488461	0.647710
0.128208	0.488465	0.647694
0.128210	0.488471	0.647677
0.128211	0.488471	0.647667
0.128211	0.488478	0.647661
0.128211	0.488485	0.647655
0.128213	0.488489	0.647654
0.128213	0.488496	0.647647
0.128218	0.488496	0.647638
0.128218	0.488499	0.647637
0.128220	0.488499	0.647636
0.128222	0.488503	0.647634
0.128225	0.488503	0.647627
0.128227	0.488509	0.647627
0.128231	0.488509	0.647586
0.128235	0.488516	0.647583
0.128235	0.488520	0.647573
0.128235	0.488534	0.647573
0.128237	0.488534	0.647572
0.128238	0.488541	0.647570
0.128238	0.488548	0.647568
0.128239	0.488548	0.647561
0.128241	0.488554	0.647559
0.128241	0.488565	0.647556
0.128242	0.488565	0.647548
0.128252	0.488565	0.647545
0.128255	0.488565	0.647542
0.128258	0.488586	0.647542
0.128258	0.488589	0.647539
0.128260	0.488596	0.647535
0.128260	0.488599	0.647523
0.128260	0.488610	0.647518
0.128265	0.488610	0.647518
0.128266	0.488613	0.647513
0.128266	0.488627	0.647511
0.128267	0.488627	0.647506
0.128272	0.488637	0.647505
0.128277	0.488641	0.647499
0.128277	0.488644	0.647499
0.128279	0.488644	0.647499
0.128280	0.488648	0.647488
0.128280	0.488655	0.647485
0.128280	0.488658	0.647479
0.128283	0.488658	0.647450
0.128283	0.488662	0.647449
0.128284	0.488672	0.647446
0.128287	0.488710	0.647436
0.128293	0.488710	0.647431
0.128296	0.488720	0.647427
0.128296	0.488724	0.647424
0.128297	0.488724	0.647417
0.128308	0.488724	0.647410
0.128311	0.488731	0.647395
0.128315	0.488731	0.647377
0.128315	0.488734	0.647372
0.128317	0.488734	0.647367
0.128317	0.488741	0.647350
0.128320	0.488741	0.647346
0.128320	0.488745	0.647344
0.128331	0.488758	0.647340
0.128342	0.488779	0.647339
0.128346	0.488796	0.647333
0.128350	0.488800	0.647327
0.128352	0.488814	0.647317
0.128353	0.488817	0.647316
0.128353	0.488828	0.647313
0.128353	0.488834	0.647305
0.128359	0.488838	0.647305
0.128359	0.488848	0.647298
0.128360	0.488859	0.647297
0.128362	0.488859	0.647297
0.128363	0.488862	0.647291
0.128365	0.488862	0.647289
0.128365	0.488869	0.647284
0.128386	0.488879	0.647282
0.128387	0.488879	0.647281
0.128387	0.488890	0.647274
0.128388	0.488890	0.647270
0.128391	0.488917	0.647264
0.128391	0.488928	0.647261
0.128391	0.488945	0.647255
0.128398	0.488945	0.647243
0.128400	0.488949	0.647238
0.128407	0.488955	0.647234
0.128408	0.488962	0.647228
0.128408	0.488973	0.647227
0.128410	0.488973	0.647222
0.128410	0.488990	0.647215
0.128417	0.488997	0.647202
0.128417	0.489000	0.647188
0.128426	0.489014	0.647185
0.128428	0.489018	0.647176
0.128431	0.489018	0.647162
0.128432	0.489031	0.647160
0.128436	0.489031	0.647138
0.128436	0.489035	0.647134
0.128438	0.489035	0.647132
0.128450	0.489049	0.647127
0.128452	0.489056	0.647125
0.128453	0.489056	0.647115
0.128457	0.489059	0.647114
0.128459	0.489066	0.647095
0.128460	0.489069	0.647090
0.128463	0.489069	0.647074
0.128466	0.489069	0.647072
0.128467	0.489080	0.647071
0.128469	0.489094	0.647065
0.128470	0.489101	0.647059
0.128471	0.489101	0.647055
0.128473	0.489104	0.647044
0.128480	0.489104	0.647028
0.128483	0.489111	0.647017
0.128525	0.489114	0.647012
0.128526	0.489121	0.647010
0.128526	0.489125	0.647009
0.128528	0.489125	0.647006
0.128535	0.489125	0.647004
0.128536	0.489125	0.647003
0.128536	0.489128	0.646997
0.128538	0.489128	0.646981
0.128538	0.489135	0.646980
0.128538	0.489156	0.646960
0.128543	0.489163	0.646949
0.128543	0.489173	0.646946
0.128543	0.489180	0.646938
0.128546	0.489180	0.646927
0.128546	0.489197	0.646926
0.128555	0.489197	0.646922
0.128556	0.489201	0.646918
0.128563	0.489208	0.646913
0.128566	0.489208	0.646899
0.128569	0.489215	0.646896
0.128570	0.489215	0.646887
0.128570	0.489222	0.646887
0.128570	0.489235	0.646887
0.128573	0.489235	0.646881
0.128573	0.489239	0.646880
0.128574	0.489242	0.646879
0.128578	0.489249	0.646868
0.128578	0.489253	0.646862
0.128581	0.489253	0.646854
0.128581	0.489260	0.646851
0.128581	0.489308	0.646835
0.128585	0.489318	0.646834
0.128588	0.489325	0.646818
0.128592	0.489329	0.646813
0.128592	0.489332	0.646801
0.128594	0.489346	0.646797
0.128597	0.489349	0.646797
0.128598	0.489356	0.646789
0.128598	0.489370	0.646779
0.128602	0.489370	0.646763
0.128607	0.489370	0.646754
0.128607	0.489377	0.646736
0.128607	0.489381	0.646728
0.128635	0.489381	0.646720
0.128639	0.489384	0.646720
0.128654	0.489405	0.646718
0.128656	0.489408	0.646718
0.128656	0.489412	0.646711
0.128657	0.489415	0.646710
0.128660	0.489422	0.646700
0.128660	0.489426	0.646690
0.128661	0.489426	0.646681
0.128664	0.489426	0.646680
0.128664	0.489432	0.646677
0.128671	0.489432	0.646670
0.128673	0.489436	0.646665
0.128674	0.489436	0.646662
0.128677	0.489443	0.646661
0.128678	0.489446	0.646644
0.128725	0.489522	0.646644
0.128728	0.489533	0.646644
0.128728	0.489543	0.646640
0.128729	0.489543	0.646638
0.128730	0.489547	0.646614
0.128730	0.489571	0.646612
0.128730	0.489574	0.646605
0.128732	0.489574	0.646604
0.128739	0.489588	0.646595
0.128749	0.489588	0.646579
0.128750	0.489602	0.646577
0.128751	0.489602	0.646569
0.128754	0.489609	0.646554
0.128754	0.489616	0.646547
0.128756	0.489623	0.646537
0.128756	0.489626	0.646534
0.128757	0.489633	0.646528
0.128759	0.489636	0.646514
0.128760	0.489636	0.646511
0.128764	0.489650	0.646510
0.128767	0.489650	0.646503
0.128777	0.489657	0.646497
0.128778	0.489657	0.646490
0.128782	0.489668	0.646489
0.128784	0.489674	0.646482
0.128785	0.489674	0.646478
0.128785	0.489678	0.646477
0.128787	0.489678	0.646469
0.128788	0.489681	0.646461
0.128788	0.489692	0.646458
0.128792	0.489695	0.646458
0.128795	0.489706	0.646457
0.128797	0.489706	0.646445
0.128836	0.489709	0.646443
0.128837	0.489716	0.646425
0.128837	0.489719	0.646406
0.128839	0.489719	0.646405
0.128839	0.489723	0.646399
0.128839	0.489733	0.646393
0.128850	0.489747	0.646379
0.128853	0.489747	0.646374
0.128856	0.489747	0.646372
0.128857	0.489750	0.646369
0.128857	0.489754	0.646367
0.128857	0.489768	0.646366
0.128868	0.489778	0.646363
0.128868	0.489782	0.646360
0.128871	0.489789	0.646360
0.128871	0.489792	0.646351
0.128874	0.489795	0.646351
0.128874	0.489799	0.646351
0.128878	0.489802	0.646350
0.128884	0.489806	0.646350
0.128884	0.489827	0.646337
0.128884	0.489830	0.646336
0.128887	0.489830	0.646334
0.128888	0.489830	0.646328
0.128889	0.489840	0.646323
0.128892	0.489840	0.646317
0.128894	0.489847	0.646311
0.128894	0.489851	0.646300
0.128896	0.489851	0.646297
0.128898	0.489854	0.646289
0.128899	0.489854	0.646287
0.128901	0.489858	0.646287
0.128905	0.489861	0.646284
0.128906	0.489878	0.646281
0.128908	0.489878	0.646274
0.128909	0.489889	0.646270
0.128910	0.489892	0.646266
0.128916	0.489896	0.646262
0.128919	0.489896	0.646256
0.128920	0.489899	0.646253
0.128920	0.489906	0.646252
0.128922	0.489906	0.646243
0.128926	0.489920	0.646235
0.128930	0.489927	0.646229
0.128930	0.489930	0.646228
0.128932	0.489930	0.646196
0.128933	0.489941	0.646194
0.128934	0.489944	0.646186
0.128934	0.489951	0.646185
0.128937	0.489954	0.646185
0.128939	0.489961	0.646152
0.128940	0.489965	0.646148
0.128940	0.489968	0.646145
0.128941	0.489968	0.646135
0.128943	0.489972	0.646129
0.128943	0.489986	0.646120
0.128944	0.489986	0.646113
0.128954	0.489989	0.646106
0.128956	0.489996	0.646094
0.128957	0.490006	0.646085
0.128958	0.490006	0.646083
0.128961	0.490006	0.646082
0.128963	0.490010	0.646079
0.128964	0.490010	0.646077
0.128968	0.490020	0.646063
0.128971	0.490020	0.646055
0.128971	0.490024	0.646048
0.128978	0.490030	0.646047
0.128978	0.490041	0.646043
0.128979	0.490044	0.646039
0.128981	0.490044	0.646036
0.128982	0.490048	0.646034
0.128984	0.490048	0.646022
0.128988	0.490065	0.646021
0.128988	0.490072	0.646006
0.129016	0.490072	0.646001
0.129016	0.490075	0.645994
0.129017	0.490093	0.645993
0.129023	0.490113	0.645972
0.129024	0.490113	0.645966
0.129024	0.490141	0.645957
0.129026	0.490141	0.645956
0.129027	0.490151	0.645944
0.129033	0.490158	0.645934
0.129036	0.490172	0.645929
0.129039	0.490172	0.645921
0.129039	0.490179	0.645917
0.129040	0.490190	0.645911
0.129041	0.490193	0.645906
0.129043	0.490193	0.645903
0.129044	0.490196	0.645901
0.129046	0.490203	0.645898
0.129047	0.490203	0.645897
0.129050	0.490203	0.645895
0.129050	0.490210	0.645893
0.129051	0.490210	0.645888
0.129054	0.490210	0.645887
0.129057	0.490217	0.645877
0.129058	0.490217	0.645840
0.129064	0.490221	0.645826
0.129064	0.490248	0.645811
0.129065	0.490252	0.645809
0.129067	0.490252	0.645802
0.129071	0.490255	0.645792
0.129072	0.490259	0.645787
0.129074	0.490259	0.645779
0.129075	0.490262	0.645771
0.129078	0.490262	0.645751
0.129088	0.490262	0.645738
0.129088	0.490272	0.645736
0.129091	0.490276	0.645723
0.129096	0.490276	0.645708
0.129096	0.490286	0.645691
0.129098	0.490286	0.645671
0.129100	0.490307	0.645664
0.129109	0.490338	0.645660
0.129109	0.490342	0.645642
0.129109	0.490349	0.645636
0.129113	0.490383	0.645632
0.129113	0.490393	0.645628
0.129119	0.490397	0.645626
0.129123	0.490397	0.645611
0.129124	0.490397	0.645607
0.129124	0.490407	0.645605
0.129124	0.490411	0.645604
0.129140	0.490418	0.645603
0.129140	0.490425	0.645576
0.129155	0.490425	0.645574
0.129157	0.490435	0.645557
0.129158	0.490438	0.645551
0.129161	0.490438	0.645541
0.129164	0.490438	0.645538
0.129182	0.490445	0.645530
0.129183	0.490449	0.645521
0.129183	0.490456	0.645517
0.129186	0.490463	0.645504
0.129186	0.490466	0.645496
0.129192	0.490470	0.645491
0.129192	0.490473	0.645486
0.129193	0.490480	0.645484
0.129195	0.490483	0.645483
0.129195	0.490494	0.645482
0.129195	0.490508	0.645471
0.129196	0.490508	0.645465
0.129196	0.490511	0.645463
0.129196	0.490532	0.645462
0.129196	0.490535	0.645446
0.129199	0.490535	0.645445
0.129199	0.490539	0.645441
0.129200	0.490539	0.645441
0.129202	0.490546	0.645430
0.129205	0.490549	0.645428
0.129209	0.490552	0.645422
0.129210	0.490552	0.645422
0.129210	0.490563	0.645412
0.129210	0.490570	0.645412
0.129210	0.490601	0.645407
0.129216	0.490604	0.645403
0.129226	0.490608	0.645398
0.129226	0.490611	0.645394
0.129226	0.490635	0.645387
0.129236	0.490642	0.645386
0.129237	0.490656	0.645383
0.129243	0.490670	0.645382
0.129247	0.490684	0.645379
0.129247	0.490698	0.645379
0.129247	0.490701	0.645374
0.129250	0.490701	0.645372
0.129309	0.490705	0.645369
0.129309	0.490708	0.645367
0.129313	0.490725	0.645362
0.129316	0.490732	0.645357
0.129316	0.490750	0.645349
0.129319	0.490760	0.645340
0.129320	0.490763	0.645332
0.129321	0.490763	0.645325
0.129323	0.490791	0.645325
0.129334	0.490801	0.645321
0.129344	0.490801	0.645319
0.129348	0.490826	0.645317
0.129348	0.490832	0.645317
0.129352	0.490836	0.645309
0.129352	0.490839	0.645307
0.129354	0.490839	0.645298
0.129385	0.490846	0.645297
0.129385	0.490853	0.645295
0.129386	0.490853	0.645280
0.129400	0.490853	0.645276
0.129400	0.490860	0.645274
0.129403	0.490860	0.645270
0.129411	0.490867	0.645268
0.129414	0.490867	0.645267
0.129416	0.490871	0.645249
0.129417	0.490902	0.645227
0.129418	0.490905	0.645226
0.129424	0.490905	0.645210
0.129425	0.490915	0.645208
0.129432	0.490926	0.645208
0.129452	0.490926	0.645201
0.129454	0.490960	0.645198
0.129454	0.490964	0.645193
0.129456	0.490967	0.645192
0.129456	0.490974	0.645186
0.129465	0.490995	0.645178
0.129483	0.490995	0.645165
0.129483	0.491005	0.645158
0.129485	0.491019	0.645158
0.129485	0.491033	0.645133
0.129485	0.491050	0.645128
0.129486	0.491050	0.645127
0.129486	0.491057	0.645101
0.129489	0.491057	0.645100
0.129494	0.491068	0.645099
0.129497	0.491074	0.645095
0.129501	0.491074	0.645092
0.129501	0.491081	0.645086
0.129501	0.491085	0.645078
0.129501	0.491095	0.645072
0.129503	0.491095	0.645069
0.129503	0.491106	0.645067
0.129506	0.491119	0.645061
0.129508	0.491119	0.645060
0.129510	0.491123	0.645053
0.129510	0.491130	0.645049
0.129511	0.491130	0.645045
0.129514	0.491133	0.645040
0.129514	0.491140	0.645039
0.129551	0.491140	0.645032
0.129552	0.491140	0.645032
0.129552	0.491144	0.645031
0.129553	0.491144	0.645020
0.129559	0.491144	0.645018
0.129561	0.491147	0.645017
0.129562	0.491154	0.645013
0.129562	0.491168	0.645012
0.129575	0.491168	0.644995
0.129575	0.491175	0.644962
0.129576	0.491175	0.644956
0.129582	0.491189	0.644948
0.129583	0.491189	0.644947
0.129589	0.491189	0.644941
0.129590	0.491192	0.644941
0.129590	0.491206	0.644938
0.129591	0.491206	0.644937
0.129591	0.491220	0.644935
0.129593	0.491227	0.644905
0.129593	0.491233	0.644867
0.129597	0.491237	0.644867
0.129600	0.491237	0.644863
0.129603	0.491240	0.644835
0.129603	0.491247	0.644834
0.129606	0.491254	0.644814
0.129607	0.491254	0.644801
0.129611	0.491265	0.644773
0.129611	0.491275	0.644765
0.129613	0.491303	0.644761
0.129614	0.491316	0.644746
0.129614	0.491334	0.644743
0.129652	0.491337	0.644739
0.129652	0.491341	0.644738
0.129652	0.491361	0.644738
0.129680	0.491375	0.644734
0.129687	0.491375	0.644732
0.129693	0.491420	0.644731
0.129693	0.491434	0.644721
0.129694	0.491451	0.644721
0.129701	0.491462	0.644716
0.129701	0.491472	0.644710
0.129739	0.491475	0.644710
0.129742	0.491479	0.644710
0.129743	0.491482	0.644709
0.129743	0.491489	0.644703
0.129743	0.491510	0.644702
0.129749	0.491513	0.644682
0.129749	0.491524	0.644682
0.129752	0.491524	0.644672
0.129756	0.491558	0.644672
0.129759	0.491562	0.644670
0.129759	0.491576	0.644666
0.129762	0.491586	0.644661
0.129763	0.491586	0.644655
0.129765	0.491590	0.644651
0.129767	0.491590	0.644646
0.129769	0.491596	0.644645
0.129772	0.491596	0.644633
0.129773	0.491610	0.644631
0.129773	0.491614	0.644629
0.129774	0.491628	0.644624
0.129777	0.491634	0.644611
0.129781	0.491634	0.644609
0.129784	0.491634	0.644607
0.129786	0.491638	0.644602
0.129787	0.491652	0.644593
0.129788	0.491652	0.644590
0.129790	0.491690	0.644590
0.129824	0.491693	0.644589
0.129824	0.491697	0.644579
0.129825	0.491700	0.644578
0.129849	0.491704	0.644576
0.129849	0.491707	0.644549
0.129850	0.491707	0.644546
0.129850	0.491717	0.644542
0.129850	0.491724	0.644532
0.129853	0.491728	0.644516
0.129855	0.491735	0.644501
0.129855	0.491745	0.644491
0.129856	0.491745	0.644488
0.129856	0.491752	0.644487
0.129857	0.491752	0.644458
0.129886	0.491755	0.644458
0.129888	0.491755	0.644454
0.129890	0.491759	0.644453
0.129890	0.491773	0.644453
0.129894	0.491793	0.644421
0.129895	0.491793	0.644419
0.129895	0.491807	0.644418
0.129900	0.491807	0.644401
0.129900	0.491811	0.644399
0.129902	0.491814	0.644395
0.129904	0.491818	0.644386
0.129908	0.491821	0.644382
0.129911	0.491832	0.644378
0.129912	0.491832	0.644377
0.129914	0.491845	0.644374
0.129915	0.491856	0.644370
0.129917	0.491859	0.644363
0.129926	0.491876	0.644362
0.129928	0.491880	0.644359
0.129929	0.491880	0.644357
0.129929	0.491890	0.644353
0.129931	0.491890	0.644353
0.129932	0.491901	0.644345
0.129933	0.491904	0.644343
0.129933	0.491911	0.644331
0.129933	0.491914	0.644320
0.129936	0.491914	0.644316
0.129939	0.491921	0.644314
0.129947	0.491928	0.644312
0.129952	0.491932	0.644298
0.129953	0.491935	0.644297
0.129954	0.491952	0.644296
0.129960	0.491959	0.644292
0.129960	0.491963	0.644284
0.129991	0.491966	0.644276
0.130001	0.491973	0.644271
0.130007	0.491980	0.644266
0.130012	0.491991	0.644251
0.130014	0.491994	0.644244
0.130014	0.492004	0.644232
0.130019	0.492018	0.644228
0.130019	0.492025	0.644228
0.130025	0.492039	0.644225
0.130026	0.492046	0.644221
0.130028	0.492046	0.644217
0.130032	0.492049	0.644215
0.130032	0.492053	0.644209
0.130032	0.492063	0.644199
0.130095	0.492063	0.644187
0.130097	0.492073	0.644185
0.130097	0.492087	0.644171
0.130098	0.492087	0.644167
0.130099	0.492094	0.644167
0.130099	0.492118	0.644165
0.130101	0.492118	0.644160
0.130104	0.492136	0.644152
0.130105	0.492139	0.644145
0.130106	0.492139	0.644140
0.130112	0.492150	0.644138
0.130112	0.492153	0.644126
0.130116	0.492156	0.644121
0.130118	0.492160	0.644117
0.130122	0.492160	0.644115
0.130125	0.492160	0.644104
0.130128	0.492167	0.644103
0.130130	0.492177	0.644101
0.130130	0.492184	0.644096
0.130132	0.492194	0.644094
0.130143	0.492205	0.644092
0.130144	0.492208	0.644088
0.130149	0.492219	0.644085
0.130150	0.492222	0.644080
0.130151	0.492229	0.644080
0.130154	0.492236	0.644080
0.130161	0.492246	0.644075
0.130163	0.492253	0.644073
0.130164	0.492253	0.644072
0.130175	0.492277	0.644072
0.130178	0.492277	0.644068
0.130180	0.492277	0.644068
0.130180	0.492281	0.644061
0.130181	0.492281	0.644059
0.130187	0.492288	0.644054
0.130194	0.492288	0.644049
0.130195	0.492291	0.644046
0.130195	0.492305	0.644036
0.130195	0.492312	0.644036
0.130197	0.492315	0.644030
0.130198	0.492315	0.644026
0.130198	0.492326	0.644024
0.130199	0.492329	0.644022
0.130201	0.492343	0.644015
0.130204	0.492343	0.644010
0.130206	0.492347	0.644007
0.130208	0.492347	0.644003
0.130208	0.492353	0.644002
0.130215	0.492360	0.643992
0.130216	0.492367	0.643988
0.130218	0.492371	0.643986
0.130218	0.492374	0.643979
0.130220	0.492388	0.643955
0.130229	0.492412	0.643950
0.130232	0.492412	0.643949
0.130237	0.492416	0.643940
0.130242	0.492419	0.643935
0.130242	0.492423	0.643935
0.130244	0.492423	0.643929
0.130246	0.492426	0.643926
0.130247	0.492426	0.643926
0.130247	0.492468	0.643916
0.130250	0.492478	0.643905
0.130251	0.492481	0.643897
0.130263	0.492485	0.643896
0.130265	0.492488	0.643887
0.130272	0.492495	0.643878
0.130274	0.492495	0.643877
0.130275	0.492499	0.643877
0.130277	0.492561	0.643871
0.130277	0.492564	0.643859
0.130278	0.492575	0.643838
0.130278	0.492582	0.643833
0.130282	0.492589	0.643826
0.130303	0.492589	0.643822
0.130305	0.492595	0.643819
0.130306	0.492595	0.643816
0.130308	0.492616	0.643814
0.130310	0.492630	0.643813
0.130315	0.492630	0.643810
0.130316	0.492640	0.643807
0.130316	0.492644	0.643807
0.130319	0.492661	0.643793
0.130319	0.492672	0.643773
0.130322	0.492685	0.643769
0.130326	0.492692	0.643764
0.130326	0.492696	0.643761
0.130326	0.492710	0.643753
0.130326	0.492716	0.643746
0.130337	0.492716	0.643738
0.130337	0.492730	0.643733
0.130339	0.492737	0.643712
0.130340	0.492737	0.643708
0.130343	0.492744	0.643707
0.130346	0.492775	0.643693
0.130346	0.492782	0.643693
0.130347	0.492782	0.643689
0.130351	0.492782	0.643683
0.130353	0.492799	0.643663
0.130357	0.492799	0.643662
0.130358	0.492803	0.643659
0.130360	0.492817	0.643649
0.130361	0.492817	0.643642
0.130363	0.492837	0.643638
0.130364	0.492844	0.643636
0.130395	0.492858	0.643631
0.130396	0.492862	0.643625
0.130396	0.492869	0.643620
0.130401	0.492879	0.643614
