FPR	TPR	Threshold
0.001365	0.057923	0.948902
0.001365	0.057926	0.948895
0.001365	0.057937	0.948879
0.001365	0.057943	0.948863
0.001365	0.057954	0.948860
0.001365	0.057971	0.948781
0.001365	0.057978	0.948725
0.001365	0.057992	0.948622
0.001365	0.058009	0.948610
0.001365	0.058020	0.948603
0.001365	0.058026	0.948580
0.001365	0.058033	0.948519
0.001366	0.058068	0.948517
0.001366	0.058102	0.948487
0.001366	0.058106	0.948479
0.001366	0.058140	0.948474
0.001366	0.058154	0.948470
0.001366	0.058161	0.948448
0.001368	0.058179	0.948429
0.001368	0.058182	0.948426
0.001369	0.058203	0.948420
0.001369	0.058206	0.948373
0.001369	0.058213	0.948364
0.001369	0.058217	0.948352
0.001369	0.058223	0.948341
0.001369	0.058234	0.948338
0.001369	0.058241	0.948337
0.001369	0.058261	0.948300
0.001369	0.058293	0.948295
0.001369	0.058306	0.948226
0.001369	0.058313	0.948219
0.001369	0.058320	0.948194
0.001369	0.058327	0.948190
0.001369	0.058355	0.948181
0.001369	0.058362	0.948172
0.001369	0.058365	0.948168
0.001369	0.058376	0.948145
0.001369	0.058386	0.948095
0.001369	0.058396	0.948085
0.001369	0.058424	0.948063
0.001369	0.058434	0.948029
0.001370	0.058438	0.948018
0.001370	0.058448	0.948014
0.001370	0.058455	0.948007
0.001370	0.058465	0.947998
0.001370	0.058472	0.947995
0.001370	0.058490	0.947903
0.001370	0.058510	0.947896
0.001370	0.058514	0.947891
0.001372	0.058514	0.947865
0.001372	0.058517	0.947857
0.001373	0.058524	0.947846
0.001373	0.058528	0.947840
0.001373	0.058535	0.947823
0.001373	0.058566	0.947820
0.001373	0.058576	0.947799
0.001373	0.058583	0.947787
0.001373	0.058597	0.947736
0.001373	0.058618	0.947721
0.001373	0.058624	0.947717
0.001373	0.058635	0.947695
0.001375	0.058638	0.947693
0.001375	0.058666	0.947664
0.001375	0.058680	0.947603
0.001375	0.058694	0.947537
0.001375	0.058701	0.947532
0.001375	0.058704	0.947528
0.001375	0.058725	0.947495
0.001375	0.058728	0.947427
0.001375	0.058739	0.947413
0.001375	0.058745	0.947373
0.001375	0.058756	0.947336
0.001375	0.058759	0.947332
0.001375	0.058773	0.947328
0.001376	0.058777	0.947312
0.001376	0.058783	0.947302
0.001376	0.058804	0.947296
0.001376	0.058808	0.947289
0.001379	0.058849	0.947270
0.001379	0.058853	0.947256
0.001390	0.058853	0.947253
0.001390	0.058866	0.947206
0.001390	0.058887	0.947182
0.001390	0.058891	0.947172
0.001390	0.058904	0.947167
0.001390	0.058908	0.947151
0.001390	0.058918	0.947151
0.001390	0.058925	0.947123
0.001390	0.058939	0.947118
0.001390	0.058953	0.947108
0.001390	0.058967	0.947083
0.001390	0.058977	0.947054
0.001390	0.058987	0.947046
0.001392	0.058987	0.947043
0.001392	0.058991	0.947042
0.001392	0.058998	0.947036
0.001392	0.059001	0.947027
0.001392	0.059008	0.946984
0.001393	0.059060	0.946975
0.001393	0.059084	0.946968
0.001393	0.059088	0.946952
0.001393	0.059101	0.946909
0.001393	0.059105	0.946907
0.001393	0.059112	0.946885
0.001393	0.059122	0.946828
0.001393	0.059146	0.946822
0.001393	0.059150	0.946820
0.001393	0.059174	0.946819
0.001393	0.059188	0.946787
0.001394	0.059191	0.946764
0.001394	0.059195	0.946754
0.001394	0.059209	0.946699
0.001394	0.059212	0.946689
0.001396	0.059222	0.946668
0.001396	0.059243	0.946526
0.001396	0.059257	0.946505
0.001396	0.059267	0.946471
0.001396	0.059288	0.946465
0.001396	0.059295	0.946443
0.001396	0.059302	0.946441
0.001396	0.059316	0.946427
0.001396	0.059326	0.946328
0.001396	0.059333	0.946308
0.001396	0.059337	0.946304
0.001396	0.059343	0.946303
0.001396	0.059347	0.946284
0.001396	0.059354	0.946266
0.001396	0.059364	0.946243
0.001396	0.059368	0.946228
0.001397	0.059368	0.946222
0.001397	0.059395	0.946205
0.001397	0.059399	0.946195
0.001397	0.059413	0.946167
0.001397	0.059416	0.946153
0.001397	0.059423	0.946125
0.001397	0.059451	0.946096
0.001399	0.059451	0.946072
0.001399	0.059464	0.946013
0.001399	0.059471	0.946007
0.001399	0.059475	0.945989
0.001399	0.059482	0.945976
0.001399	0.059485	0.945943
0.001399	0.059499	0.945920
0.001399	0.059502	0.945871
0.001400	0.059509	0.945850
0.001400	0.059516	0.945848
0.001400	0.059520	0.945846
0.001400	0.059537	0.945843
0.001400	0.059541	0.945828
0.001400	0.059561	0.945810
0.001400	0.059592	0.945664
0.001401	0.059592	0.945643
0.001401	0.059599	0.945621
0.001401	0.059603	0.945597
0.001404	0.059613	0.945594
0.001407	0.059613	0.945570
0.001407	0.059620	0.945556
0.001407	0.059641	0.945501
0.001407	0.059682	0.945474
0.001407	0.059693	0.945448
0.001407	0.059706	0.945446
0.001407	0.059710	0.945438
0.001407	0.059717	0.945430
0.001407	0.059720	0.945423
0.001407	0.059727	0.945355
0.001407	0.059734	0.945328
0.001407	0.059744	0.945309
0.001407	0.059748	0.945288
0.001407	0.059758	0.945277
0.001407	0.059765	0.945264
0.001407	0.059776	0.945225
0.001408	0.059786	0.945212
0.001408	0.059803	0.945201
0.001408	0.059810	0.945139
0.001408	0.059821	0.945137
0.001408	0.059827	0.945098
0.001410	0.059845	0.945092
0.001410	0.059855	0.945067
0.001410	0.059872	0.945036
0.001410	0.059876	0.944967
0.001410	0.059886	0.944945
0.001411	0.059886	0.944942
0.001411	0.059890	0.944930
0.001411	0.059924	0.944910
0.001413	0.059938	0.944897
0.001413	0.059955	0.944827
0.001413	0.059962	0.944779
0.001413	0.059983	0.944768
0.001413	0.059990	0.944718
0.001413	0.059993	0.944711
0.001413	0.060004	0.944685
0.001415	0.060004	0.944647
0.001415	0.060007	0.944589
0.001428	0.060011	0.944566
0.001428	0.060014	0.944558
0.001428	0.060038	0.944557
0.001428	0.060042	0.944550
0.001428	0.060049	0.944538
0.001428	0.060052	0.944536
0.001428	0.060066	0.944516
0.001428	0.060076	0.944496
0.001428	0.060090	0.944482
0.001428	0.060094	0.944436
0.001428	0.060107	0.944419
0.001428	0.060114	0.944410
0.001430	0.060121	0.944377
0.001430	0.060132	0.944344
0.001430	0.060149	0.944336
0.001431	0.060149	0.944334
0.001431	0.060163	0.944333
0.001431	0.060177	0.944284
0.001431	0.060201	0.944272
0.001431	0.060225	0.944140
0.001431	0.060232	0.944120
0.001431	0.060235	0.944100
0.001431	0.060253	0.944054
0.001431	0.060260	0.944013
0.001431	0.060291	0.943986
0.001431	0.060298	0.943984
0.001431	0.060308	0.943946
0.001432	0.060318	0.943942
0.001432	0.060346	0.943872
0.001432	0.060353	0.943851
0.001432	0.060360	0.943844
0.001432	0.060367	0.943783
0.001432	0.060394	0.943777
0.001432	0.060408	0.943732
0.001432	0.060429	0.943731
0.001432	0.060436	0.943719
0.001432	0.060453	0.943713
0.001432	0.060457	0.943665
0.001432	0.060477	0.943619
0.001432	0.060481	0.943613
0.001432	0.060495	0.943611
0.001432	0.060498	0.943583
0.001432	0.060512	0.943570
0.001432	0.060519	0.943548
0.001435	0.060519	0.943488
0.001435	0.060522	0.943476
0.001435	0.060529	0.943470
0.001435	0.060533	0.943462
0.001435	0.060546	0.943456
0.001435	0.060557	0.943424
0.001435	0.060571	0.943393
0.001435	0.060574	0.943359
0.001435	0.060581	0.943346
0.001446	0.060581	0.943338
0.001446	0.060584	0.943328
0.001446	0.060591	0.943328
0.001448	0.060591	0.943279
0.001448	0.060602	0.943203
0.001448	0.060609	0.943189
0.001448	0.060612	0.943184
0.001448	0.060626	0.943117
0.001448	0.060629	0.943117
0.001448	0.060643	0.943094
0.001448	0.060650	0.943089
0.001448	0.060674	0.943084
0.001448	0.060678	0.943061
0.001448	0.060702	0.943034
0.001448	0.060709	0.942986
0.001448	0.060712	0.942914
0.001448	0.060740	0.942887
0.001448	0.060747	0.942876
0.001448	0.060757	0.942715
0.001448	0.060764	0.942708
0.001448	0.060768	0.942703
0.001448	0.060775	0.942697
0.001448	0.060778	0.942696
0.001451	0.060785	0.942691
0.001451	0.060795	0.942662
0.001451	0.060806	0.942652
0.001451	0.060813	0.942622
0.001451	0.060823	0.942598
0.001451	0.060861	0.942591
0.001451	0.060871	0.942496
0.001451	0.060878	0.942490
0.001451	0.060889	0.942441
0.001451	0.060892	0.942423
0.001451	0.060923	0.942406
0.001455	0.060961	0.942403
0.001455	0.060968	0.942401
0.001456	0.060968	0.942392
0.001456	0.060979	0.942363
0.001456	0.060982	0.942350
0.001456	0.060996	0.942347
0.001456	0.061003	0.942299
0.001456	0.061017	0.942278
0.001459	0.061017	0.942254
0.001459	0.061020	0.942249
0.001460	0.061023	0.942243
0.001460	0.061030	0.942211
0.001460	0.061041	0.942207
0.001460	0.061044	0.942200
0.001460	0.061051	0.942198
0.001460	0.061055	0.942198
0.001460	0.061062	0.942197
0.001460	0.061068	0.942168
0.001460	0.061079	0.942164
0.001460	0.061086	0.942121
0.001460	0.061093	0.942089
0.001460	0.061100	0.942048
0.001460	0.061106	0.942014
0.001460	0.061124	0.941911
0.001460	0.061141	0.941900
0.001460	0.061144	0.941897
0.001469	0.061144	0.941786
0.001469	0.061155	0.941784
0.001469	0.061169	0.941770
0.001469	0.061172	0.941765
0.001469	0.061179	0.941763
0.001469	0.061186	0.941753
0.001469	0.061200	0.941743
0.001469	0.061217	0.941736
0.001469	0.061224	0.941733
0.001470	0.061234	0.941730
0.001473	0.061241	0.941719
0.001473	0.061269	0.941692
0.001473	0.061272	0.941675
0.001473	0.061300	0.941664
0.001473	0.061321	0.941573
0.001473	0.061328	0.941538
0.001473	0.061342	0.941521
0.001473	0.061348	0.941476
0.001473	0.061355	0.941439
0.001473	0.061359	0.941434
0.001473	0.061373	0.941418
0.001473	0.061383	0.941410
0.001473	0.061390	0.941389
0.001473	0.061393	0.941384
0.001473	0.061428	0.941382
0.001473	0.061431	0.941372
0.001473	0.061438	0.941365
0.001473	0.061442	0.941338
0.001473	0.061449	0.941281
0.001473	0.061452	0.941269
0.001473	0.061466	0.941239
0.001473	0.061473	0.941225
0.001473	0.061476	0.941223
0.001473	0.061501	0.941209
0.001473	0.061504	0.941176
0.001475	0.061504	0.941166
0.001475	0.061507	0.941148
0.001475	0.061521	0.941148
0.001475	0.061532	0.941146
0.001475	0.061535	0.941114
0.001476	0.061535	0.941108
0.001476	0.061539	0.941095
0.001480	0.061539	0.941095
0.001480	0.061545	0.941076
0.001480	0.061594	0.941065
0.001480	0.061601	0.941052
0.001482	0.061608	0.941047
0.001482	0.061618	0.940959
0.001482	0.061625	0.940958
0.001482	0.061635	0.940946
0.001482	0.061639	0.940944
0.001482	0.061646	0.940911
0.001482	0.061649	0.940893
0.001482	0.061660	0.940889
0.001482	0.061677	0.940837
0.001483	0.061677	0.940784
0.001483	0.061687	0.940776
0.001483	0.061715	0.940763
0.001483	0.061718	0.940755
0.001484	0.061722	0.940745
0.001484	0.061753	0.940737
0.001484	0.061760	0.940707
0.001484	0.061774	0.940678
0.001484	0.061781	0.940672
0.001484	0.061787	0.940634
0.001484	0.061791	0.940612
0.001484	0.061805	0.940597
0.001484	0.061808	0.940591
0.001484	0.061822	0.940586
0.001484	0.061825	0.940578
0.001484	0.061836	0.940574
0.001484	0.061864	0.940574
0.001484	0.061870	0.940562
0.001486	0.061898	0.940500
0.001486	0.061908	0.940456
0.001486	0.061915	0.940437
0.001486	0.061929	0.940430
0.001486	0.061943	0.940408
0.001486	0.061946	0.940400
0.001489	0.061946	0.940361
0.001489	0.061950	0.940354
0.001489	0.061964	0.940327
0.001489	0.061981	0.940326
0.001489	0.061995	0.940236
0.001489	0.062005	0.940235
0.001489	0.062012	0.940212
0.001489	0.062026	0.940143
0.001489	0.062054	0.940140
0.001490	0.062054	0.940138
0.001490	0.062061	0.940133
0.001490	0.062064	0.940132
0.001490	0.062071	0.940114
0.001490	0.062074	0.940113
0.001491	0.062085	0.940089
0.001491	0.062092	0.940075
0.001491	0.062102	0.940062
0.001491	0.062109	0.940048
0.001491	0.062116	0.940044
0.001491	0.062126	0.940027
0.001491	0.062140	0.940010
0.001491	0.062147	0.939920
0.001491	0.062164	0.939910
0.001491	0.062175	0.939897
0.001493	0.062182	0.939895
0.001493	0.062188	0.939859
0.001493	0.062195	0.939848
0.001493	0.062199	0.939842
0.001493	0.062251	0.939840
0.001493	0.062254	0.939824
0.001493	0.062261	0.939823
0.001494	0.062261	0.939822
0.001494	0.062268	0.939820
0.001494	0.062278	0.939811
0.001494	0.062285	0.939804
0.001500	0.062289	0.939696
0.001500	0.062296	0.939685
0.001500	0.062323	0.939587
0.001500	0.062330	0.939559
0.001500	0.062385	0.939509
0.001500	0.062392	0.939501
0.001500	0.062399	0.939484
0.001500	0.062403	0.939472
0.001500	0.062410	0.939440
0.001500	0.062420	0.939403
0.001500	0.062458	0.939396
0.001500	0.062475	0.939381
0.001500	0.062482	0.939371
0.001500	0.062486	0.939345
0.001501	0.062486	0.939330
0.001501	0.062489	0.939303
0.001504	0.062489	0.939302
0.001504	0.062496	0.939301
0.001504	0.062517	0.939277
0.001504	0.062520	0.939277
0.001504	0.062534	0.939229
0.001506	0.062545	0.939200
0.001506	0.062565	0.939175
0.001506	0.062569	0.939170
0.001506	0.062576	0.939163
0.001506	0.062593	0.939147
0.001506	0.062607	0.939030
0.001506	0.062621	0.938996
0.001506	0.062627	0.938980
0.001507	0.062638	0.938951
0.001508	0.062683	0.938950
0.001508	0.062697	0.938945
0.001508	0.062704	0.938937
0.001508	0.062707	0.938929
0.001508	0.062714	0.938860
0.001508	0.062724	0.938850
0.001510	0.062724	0.938832
0.001510	0.062752	0.938830
0.001510	0.062759	0.938816
0.001510	0.062766	0.938800
0.001513	0.062783	0.938790
0.001513	0.062793	0.938773
0.001513	0.062800	0.938768
0.001513	0.062804	0.938758
0.001513	0.062811	0.938745
0.001513	0.062818	0.938720
0.001513	0.062835	0.938665
0.001513	0.062838	0.938654
0.001513	0.062845	0.938650
0.001514	0.062869	0.938648
0.001514	0.062873	0.938644
0.001514	0.062901	0.938636
0.001518	0.062904	0.938603
0.001518	0.062907	0.938584
0.001518	0.062932	0.938551
0.001518	0.062939	0.938533
0.001518	0.062952	0.938527
0.001518	0.062959	0.938516
0.001518	0.062973	0.938510
0.001518	0.062977	0.938496
0.001532	0.062977	0.938491
0.001532	0.062984	0.938485
0.001532	0.063001	0.938387
0.001532	0.063008	0.938386
0.001532	0.063022	0.938374
0.001532	0.063053	0.938363
0.001532	0.063063	0.938344
0.001532	0.063077	0.938304
0.001534	0.063098	0.938292
0.001535	0.063101	0.938279
0.001535	0.063111	0.938270
0.001535	0.063115	0.938268
0.001535	0.063125	0.938264
0.001535	0.063129	0.938262
0.001535	0.063143	0.938241
0.001535	0.063149	0.938172
0.001535	0.063160	0.938153
0.001544	0.063208	0.938149
0.001545	0.063208	0.938147
0.001545	0.063219	0.938136
0.001545	0.063222	0.938123
0.001545	0.063236	0.938092
0.001545	0.063239	0.938071
0.001545	0.063246	0.938071
0.001545	0.063260	0.938005
0.001546	0.063461	0.937990
0.001546	0.063467	0.937945
0.001546	0.063474	0.937943
0.001546	0.063485	0.937847
0.001546	0.063506	0.937845
0.001546	0.063526	0.937805
0.001546	0.063547	0.937798
0.001548	0.063547	0.937753
0.001548	0.063557	0.937744
0.001548	0.063564	0.937682
0.001548	0.063568	0.937599
0.001548	0.063575	0.937592
0.001548	0.063578	0.937578
0.001548	0.063592	0.937577
0.001548	0.063595	0.937556
0.001548	0.063609	0.937548
0.001548	0.063613	0.937533
0.001548	0.063668	0.937521
0.001548	0.063678	0.937516
0.001548	0.063682	0.937495
0.001548	0.063699	0.937482
0.001548	0.063713	0.937433
0.001548	0.063723	0.937380
0.001548	0.063741	0.937372
0.001563	0.063806	0.937342
0.001563	0.063817	0.937288
0.001563	0.063837	0.937255
0.001563	0.063841	0.937230
0.001565	0.063841	0.937219
0.001565	0.063848	0.937203
0.001565	0.063855	0.937163
0.001565	0.063862	0.937161
0.001565	0.063910	0.937161
0.001565	0.063917	0.937140
0.001565	0.063920	0.937122
0.001565	0.063927	0.937063
0.001565	0.063931	0.937052
0.001565	0.063945	0.937049
0.001565	0.063948	0.937047
0.001565	0.063962	0.937029
0.001565	0.063965	0.937027
0.001565	0.063979	0.936983
0.001565	0.063989	0.936977
0.001565	0.063993	0.936971
0.001565	0.064031	0.936953
0.001565	0.064045	0.936935
0.001565	0.064048	0.936933
0.001565	0.064072	0.936890
0.001565	0.064086	0.936857
0.001565	0.064107	0.936854
0.001565	0.064117	0.936801
0.001565	0.064152	0.936797
0.001565	0.064155	0.936775
0.001566	0.064162	0.936736
0.001566	0.064166	0.936735
0.001566	0.064176	0.936704
0.001566	0.064204	0.936570
0.001566	0.064211	0.936517
0.001566	0.064214	0.936512
0.001566	0.064245	0.936505
0.001566	0.064259	0.936498
0.001566	0.064266	0.936450
0.001566	0.064273	0.936448
0.001566	0.064280	0.936444
0.001566	0.064287	0.936443
0.001566	0.064290	0.936377
0.001566	0.064304	0.936366
0.001566	0.064307	0.936356
0.001566	0.064325	0.936352
0.001566	0.064359	0.936328
0.001566	0.064363	0.936307
0.001566	0.064370	0.936294
0.001569	0.064435	0.936283
0.001569	0.064439	0.936235
0.001569	0.064470	0.936233
0.001569	0.064494	0.936202
0.001569	0.064498	0.936199
0.001569	0.064511	0.936189
0.001570	0.064511	0.936175
0.001570	0.064518	0.936141
0.001570	0.064525	0.936137
0.001570	0.064539	0.936059
0.001570	0.064546	0.935995
0.001570	0.064556	0.935991
0.001570	0.064577	0.935813
0.001570	0.064584	0.935783
0.001570	0.064587	0.935782
0.001570	0.064598	0.935745
0.001570	0.064605	0.935739
0.001572	0.064605	0.935730
0.001572	0.064619	0.935716
0.001572	0.064664	0.935716
0.001572	0.064677	0.935698
0.001572	0.064684	0.935668
0.001572	0.064722	0.935635
0.001572	0.064726	0.935601
0.001572	0.064736	0.935594
0.001572	0.064743	0.935555
0.001572	0.064757	0.935539
0.001572	0.064764	0.935514
0.001572	0.064767	0.935514
0.001572	0.064778	0.935496
0.001572	0.064781	0.935459
0.001572	0.064788	0.935446
0.001572	0.064791	0.935397
0.001572	0.064802	0.935373
0.001572	0.064805	0.935372
0.001572	0.064819	0.935368
0.001572	0.064829	0.935306
0.001572	0.064836	0.935296
0.001572	0.064847	0.935220
0.001572	0.064854	0.935202
0.001572	0.064871	0.935183
0.001572	0.064881	0.935178
0.001572	0.064899	0.935157
0.001572	0.064906	0.935153
0.001573	0.064912	0.935104
0.001573	0.064926	0.935045
0.001573	0.064933	0.935041
0.001573	0.064944	0.934989
0.001573	0.064954	0.934989
0.001573	0.064957	0.934978
0.001574	0.064961	0.934978
0.001574	0.064975	0.934967
0.001574	0.064982	0.934951
0.001574	0.065002	0.934940
0.001574	0.065009	0.934897
0.001577	0.065013	0.934891
0.001577	0.065016	0.934852
0.001577	0.065040	0.934846
0.001577	0.065044	0.934842
0.001577	0.065051	0.934839
0.001577	0.065054	0.934839
0.001577	0.065061	0.934834
0.001577	0.065071	0.934782
0.001577	0.065085	0.934776
0.001577	0.065099	0.934761
0.001577	0.065103	0.934760
0.001577	0.065109	0.934688
0.001577	0.065113	0.934663
0.001579	0.065123	0.934643
0.001579	0.065134	0.934632
0.001579	0.065161	0.934628
0.001579	0.065165	0.934615
0.001579	0.065175	0.934610
0.001579	0.065189	0.934608
0.001579	0.065196	0.934570
0.001579	0.065203	0.934552
0.001579	0.065293	0.934538
0.001579	0.065300	0.934528
0.001579	0.065307	0.934424
0.001579	0.065313	0.934391
0.001579	0.065317	0.934366
0.001579	0.065324	0.934346
0.001579	0.065345	0.934329
0.001579	0.065351	0.934297
0.001579	0.065358	0.934272
0.001579	0.065362	0.934245
0.001579	0.065369	0.934243
0.001579	0.065379	0.934238
0.001579	0.065383	0.934234
0.001579	0.065403	0.934227
0.001579	0.065414	0.934204
0.001579	0.065421	0.934196
0.001580	0.065424	0.934193
0.001580	0.065428	0.934155
0.001580	0.065434	0.934140
0.001580	0.065445	0.934118
0.001580	0.065466	0.934108
0.001580	0.065486	0.934072
0.001580	0.065490	0.934055
0.001580	0.065500	0.934018
0.001580	0.065521	0.933997
0.001580	0.065535	0.933964
0.001580	0.065538	0.933941
0.001580	0.065611	0.933910
0.001580	0.065625	0.933907
0.001597	0.065628	0.933897
0.001597	0.065649	0.933897
0.001597	0.065656	0.933856
0.001597	0.065669	0.933836
0.001597	0.065673	0.933834
0.001597	0.065701	0.933726
0.001597	0.065708	0.933722
0.001597	0.065711	0.933719
0.001598	0.065714	0.933715
0.001598	0.065718	0.933632
0.001600	0.065718	0.933598
0.001600	0.065721	0.933596
0.001600	0.065742	0.933575
0.001600	0.065749	0.933546
0.001600	0.065759	0.933528
0.001600	0.065777	0.933431
0.001600	0.065784	0.933418
0.001600	0.065804	0.933376
0.001600	0.065815	0.933375
0.001600	0.065818	0.933365
0.001600	0.065825	0.933363
0.001600	0.065860	0.933363
0.001600	0.065867	0.933328
0.001600	0.065880	0.933281
0.001600	0.065884	0.933260
0.001600	0.065898	0.933226
0.001600	0.065939	0.933217
0.001600	0.065943	0.933212
0.001600	0.065963	0.933173
0.001600	0.065970	0.933125
0.001603	0.065970	0.933106
0.001603	0.065984	0.933031
0.001603	0.065998	0.933002
0.001603	0.066008	0.932907
0.001603	0.066019	0.932898
0.001603	0.066022	0.932880
0.001603	0.066029	0.932851
0.001603	0.066036	0.932815
0.001603	0.066102	0.932782
0.001605	0.066160	0.932747
0.001605	0.066171	0.932685
0.001605	0.066178	0.932609
0.001605	0.066188	0.932608
0.001605	0.066198	0.932543
0.001607	0.066216	0.932535
0.001607	0.066240	0.932507
0.001607	0.066247	0.932476
0.001607	0.066257	0.932409
0.001608	0.066302	0.932382
0.001608	0.066333	0.932373
0.001608	0.066368	0.932337
0.001608	0.066371	0.932329
0.001608	0.066392	0.932184
0.001608	0.066395	0.932150
0.001608	0.066406	0.932117
0.001608	0.066409	0.932100
0.001608	0.066420	0.932088
0.001608	0.066427	0.932086
0.001608	0.066437	0.932074
0.001608	0.066440	0.932055
0.001611	0.066444	0.932033
0.001611	0.066451	0.932030
0.001611	0.066454	0.932018
0.001611	0.066461	0.932012
0.001611	0.066468	0.931928
0.001611	0.066485	0.931928
0.001618	0.066485	0.931913
0.001618	0.066492	0.931904
0.001621	0.066648	0.931882
0.001621	0.066651	0.931880
0.001621	0.066665	0.931836
0.001621	0.066682	0.931757
0.001621	0.066696	0.931755
0.001621	0.066717	0.931716
0.001622	0.066717	0.931709
0.001622	0.066731	0.931582
0.001622	0.066738	0.931548
0.001622	0.066745	0.931525
0.001622	0.066755	0.931507
0.001622	0.066789	0.931504
0.001622	0.066810	0.931425
0.001624	0.066810	0.931419
0.001624	0.066814	0.931409
0.001627	0.066841	0.931376
0.001627	0.066848	0.931355
0.001627	0.066855	0.931341
0.001627	0.066869	0.931308
0.001627	0.066876	0.931259
0.001627	0.066907	0.931252
0.001627	0.066921	0.931181
0.001627	0.066928	0.931179
0.001627	0.066938	0.931124
0.001627	0.066959	0.931022
0.001627	0.066980	0.930991
0.001627	0.066990	0.930933
0.001628	0.067066	0.930921
0.001628	0.067070	0.930917
0.001634	0.067135	0.930890
0.001634	0.067149	0.930881
0.001635	0.067190	0.930877
0.001635	0.067211	0.930867
0.001635	0.067222	0.930823
0.001635	0.067239	0.930819
0.001635	0.067242	0.930811
0.001635	0.067270	0.930718
0.001635	0.067280	0.930702
0.001635	0.067287	0.930692
0.001636	0.067370	0.930640
0.001636	0.067377	0.930629
0.001636	0.067384	0.930606
0.001636	0.067412	0.930586
0.001636	0.067415	0.930583
0.001636	0.067432	0.930571
0.001636	0.067439	0.930543
0.001636	0.067453	0.930492
0.001636	0.067464	0.930486
0.001636	0.067470	0.930462
0.001636	0.067474	0.930438
0.001636	0.067502	0.930424
0.001636	0.067505	0.930421
0.001638	0.067509	0.930394
0.001638	0.067515	0.930361
0.001638	0.067529	0.930353
0.001638	0.067540	0.930275
0.001638	0.067547	0.930235
0.001638	0.067560	0.930153
0.001638	0.067567	0.930128
0.001638	0.067571	0.930066
0.001638	0.067578	0.930049
0.001638	0.067661	0.930046
0.001638	0.067671	0.930022
0.001638	0.067678	0.930014
0.001639	0.067678	0.930007
0.001639	0.067699	0.929943
0.001641	0.067726	0.929931
0.001641	0.067733	0.929866
0.001641	0.067740	0.929844
0.001641	0.067750	0.929839
0.001641	0.067754	0.929806
0.001641	0.067768	0.929800
0.001641	0.067771	0.929776
0.001641	0.067792	0.929727
0.001641	0.067795	0.929710
0.001641	0.067802	0.929708
0.001641	0.067806	0.929665
0.001642	0.067806	0.929651
0.001642	0.067809	0.929609
0.001642	0.067816	0.929608
0.001642	0.067820	0.929590
0.001642	0.067833	0.929578
0.001642	0.067840	0.929573
0.001642	0.067847	0.929537
0.001642	0.067858	0.929533
0.001642	0.067868	0.929480
0.001642	0.067885	0.929449
0.001642	0.067896	0.929389
0.001642	0.067906	0.929298
0.001642	0.067910	0.929272
0.001642	0.067920	0.929271
0.001642	0.067934	0.929270
0.001642	0.067937	0.929263
0.001642	0.067986	0.929245
0.001643	0.067986	0.929244
0.001643	0.067992	0.929202
0.001650	0.068034	0.929160
0.001650	0.068041	0.929132
0.001656	0.068041	0.929094
0.001656	0.068048	0.929084
0.001656	0.068058	0.928976
0.001656	0.068075	0.928938
0.001657	0.068075	0.928918
0.001657	0.068079	0.928796
0.001672	0.068086	0.928795
0.001672	0.068093	0.928707
0.001672	0.068107	0.928696
0.001672	0.068120	0.928616
0.001672	0.068124	0.928615
0.001672	0.068148	0.928596
0.001672	0.068165	0.928454
0.001672	0.068176	0.928450
0.001672	0.068200	0.928376
0.001672	0.068207	0.928358
0.001672	0.068221	0.928321
0.001672	0.068234	0.928263
0.001673	0.068245	0.928241
0.001673	0.068259	0.928183
0.001673	0.068279	0.928168
0.001673	0.068283	0.928123
0.001673	0.068290	0.928116
0.001673	0.068293	0.928110
0.001673	0.068314	0.928084
0.001673	0.068328	0.927992
0.001673	0.068335	0.927955
0.001673	0.068342	0.927881
0.001673	0.068362	0.927852
0.001673	0.068366	0.927839
0.001673	0.068373	0.927814
0.001673	0.068376	0.927798
0.001673	0.068390	0.927732
0.001673	0.068414	0.927715
0.001673	0.068428	0.927658
0.001674	0.068428	0.927637
0.001674	0.068438	0.927597
0.001674	0.068449	0.927569
0.001674	0.068456	0.927515
0.001674	0.068463	0.927514
0.001674	0.068480	0.927388
0.001674	0.068487	0.927388
0.001676	0.068494	0.927387
0.001676	0.068497	0.927333
0.001676	0.068504	0.927323
0.001676	0.068521	0.927285
0.001676	0.068542	0.927253
0.001676	0.068556	0.927253
0.001676	0.068559	0.927230
0.001676	0.068584	0.927180
0.001676	0.068594	0.927123
0.001676	0.068608	0.927084
0.001677	0.068632	0.927076
0.001677	0.068649	0.926932
0.001677	0.068670	0.926929
0.001679	0.068673	0.926915
0.001683	0.068694	0.926909
0.001683	0.068698	0.926891
0.001683	0.068705	0.926874
0.001683	0.068708	0.926871
0.001688	0.068722	0.926862
0.001688	0.068753	0.926849
0.001688	0.068763	0.926784
0.001688	0.068770	0.926768
0.001688	0.068777	0.926746
0.001688	0.068784	0.926723
0.001688	0.068788	0.926706
0.001688	0.068819	0.926704
0.001688	0.068826	0.926701
0.001688	0.068846	0.926695
0.001688	0.068857	0.926691
0.001688	0.068864	0.926691
0.001688	0.068874	0.926648
0.001690	0.068874	0.926647
0.001690	0.068888	0.926647
0.001690	0.068891	0.926640
0.001690	0.068898	0.926526
0.001690	0.068909	0.926517
0.001690	0.068912	0.926504
0.001693	0.068912	0.926497
0.001693	0.068915	0.926490
0.001693	0.068922	0.926490
0.001693	0.068929	0.926466
0.001693	0.068936	0.926454
